Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
6.3,2.1,-1,3343727QSPNJ
0.8,8.1,-1,157513SH18J6
1.5,3.3,-1,77070771KUO2
3.7,1.8,-1,123777ITOQNO
1.2,5.7,-1,150425EUT3GS
8.1,3.1,-1,3771336TF6YU
2.9,3.0,-1,107554FEOKFR
4.9,2.5,-1,371323F0TC9X
