Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,0.1,0
7.7,0.9,0
0.5,1.3,0
0.5,0.5,0
1.3,0.5,1
2.1,0.5,0
2.9,0.5,0
0.9,3.7,1
