Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
0.3,2.5,-1,202111FNC6PP
8.0,3.3,-1,70613730K0AJ
0.4,8.0,-1,677377M9T497
4.2,2.4,-1,777163TZCZD6
0.3,5.3,-1,207600WV6W3R
2.2,0.9,-1,077716GTJQEM
6.0,3.3,-1,7700678C99EG
0.7,1.0,-1,701771MLUJUI
