Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.3,1.0,1175.0,1
0.1,8.1,350.0,0
0.6,0.1,50.0,0
6.0,8.1,1425.0,0
0.1,3.3,1500.0,1
5.4,1.7,50.0,0
1.1,8.1,1600.0,0
2.9,0.1,1025.0,0
1.9,4.3,50.0,0
4.3,4.1,1300.0,1
8.1,4.9,1250.0,1
3.6,7.7,50.0,0
8.1,0.4,400.0,1
0.1,1.3,800.0,1
5.4,0.1,650.0,0
1.8,5.5,1350.0,0
0.1,5.4,500.0,0
3.2,0.3,250.0,0
2.2,2.6,1150.0,1
3.5,7.5,1375.0,0
0.1,2.6,225.0,0
4.8,1.6,1250.0,0
6.5,3.2,1325.0,0
5.9,5.8,1275.0,1
8.1,7.3,1275.0,0
1.8,6.5,225.0,1
0.1,6.1,1700.0,1
7.9,2.1,50.0,0
1.5,0.1,550.0,0
3.4,5.6,50.0,1
1.7,1.7,50.0,1
0.3,1.7,1250.0,0
