Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.8,4.2,0
6.6,1.1,0
2.6,0.7,1
1.4,7.6,0
0.5,1.8,0
4.5,0.9,0
1.2,5.9,0
1.2,0.7,1
