Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.8,4.2,-1,971268OJ6EA6
6.6,1.1,-1,187868L379DI
2.6,0.7,-1,129867DFR7SU
1.4,7.6,-1,876182BOV2TM
0.5,1.8,-1,797717JPP8IX
4.5,0.9,-1,9897723FWUIT
1.2,5.9,-1,191729RLKWY7
1.2,0.7,-1,189716ZXDUXK
