Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,6.5,1750.0,0
8.1,0.5,150.0,0
0.5,2.1,150.0,0
7.3,7.7,1350.0,0
0.5,0.5,2050.0,0
1.3,8.1,150.0,0
4.5,2.9,1250.0,0
0.5,2.9,1250.0,1
7.7,0.9,1150.0,1
5.3,2.9,50.0,0
0.1,5.7,750.0,0
2.5,8.1,1350.0,1
3.3,0.5,250.0,0
2.1,4.5,50.0,1
4.9,6.5,1350.0,0
1.3,0.1,650.0,0
2.5,4.5,1250.0,0
6.9,3.3,1250.0,0
7.7,3.3,50.0,1
0.1,4.1,1750.0,0
0.1,0.5,1150.0,1
0.1,3.7,550.0,0
2.1,1.3,1150.0,1
2.5,6.5,50.0,0
0.9,5.3,1450.0,1
6.1,1.3,150.0,1
0.9,5.3,350.0,1
1.3,0.5,150.0,1
0.5,7.7,1450.0,1
0.5,6.9,450.0,1
6.9,6.1,1350.0,0
0.1,2.1,2050.0,1
