Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.6,0.7,0
6.4,1.1,1
2.2,0.6,1
0.6,1.7,0
1.5,0.5,1
1.0,0.4,0
0.6,1.0,1
1.8,0.5,0
