Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
3.9,3.5,1
8.1,8.1,1
0.1,8.1,0
8.1,0.1,0
0.1,0.1,0
4.1,7.6,1
7.9,4.1,1
0.1,4.2,0
