Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
4.2,1.5,-1,071817GDISQE
2.0,8.1,-1,400481CCRX7V
8.1,0.8,-1,817017W32A8H
1.6,4.3,-1,374141HT7R3P
2.3,2.4,-1,1780116GASV3
6.0,0.6,-1,517111IPJIC4
1.8,6.2,-1,011171UT8HHO
7.0,1.2,-1,81541542X4S4
