Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.8,0.5,-1,574776VRWRC5
4.3,0.9,-1,4418717DEDB4
0.6,1.7,-1,86476634W2O3
1.8,0.5,-1,248508W0HZNB
0.6,1.1,-1,7702677HSQ7O
1.2,0.4,-1,457784NOU5FS
0.6,0.8,-1,426444K89LI9
1.5,0.5,-1,7275778S2SWX
