,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
5306,4.2,6.6,-1
5307,4.3,6.6,-1
5308,4.4,6.6,-1
5309,4.5,6.6,-1
5310,4.6,6.6,-1
5311,4.7,6.6,-1
5312,4.8,6.6,-1
5313,4.9,6.6,-1
5314,5.0,6.6,-1
5315,5.1,6.6,-1
5316,5.2,6.6,-1
5317,5.3,6.6,-1
5318,5.4,6.6,-1
5319,5.5,6.6,-1
5320,5.6,6.6,-1
5321,5.7,6.6,-1
5322,5.8,6.6,-1
5323,5.9,6.6,-1
5324,6.0,6.6,-1
5325,6.1,6.6,-1
5326,6.2,6.6,-1
5327,6.3,6.6,-1
5328,6.4,6.6,-1
5329,6.5,6.6,-1
5330,6.6,6.6,-1
5331,6.7,6.6,-1
5332,6.8,6.6,-1
5333,6.9,6.6,-1
5334,7.0,6.6,-1
5335,7.1,6.6,-1
5336,7.2,6.6,-1
5337,7.3,6.6,-1
5338,7.4,6.6,-1
5339,7.5,6.6,-1
5340,7.6,6.6,-1
5341,7.7,6.6,-1
5342,7.8,6.6,-1
5343,7.9,6.6,-1
5344,8.0,6.6,-1
5345,8.1,6.6,-1
5346,0.1,6.7,-1
5347,0.2,6.7,-1
5348,0.3,6.7,-1
5349,0.4,6.7,-1
5350,0.5,6.7,-1
5351,0.6,6.7,-1
5352,0.7,6.7,-1
5353,0.8,6.7,-1
5354,0.9,6.7,-1
5355,1.0,6.7,-1
5356,1.1,6.7,-1
5357,1.2,6.7,0
5358,1.3,6.7,-1
5359,1.4,6.7,-1
5360,1.5,6.7,-1
5361,1.6,6.7,-1
5362,1.7,6.7,-1
5363,1.8,6.7,-1
5364,1.9,6.7,-1
5365,2.0,6.7,-1
5366,2.1,6.7,-1
5367,2.2,6.7,-1
5368,2.3,6.7,-1
5369,2.4,6.7,-1
5370,2.5,6.7,-1
5371,2.6,6.7,-1
5372,2.7,6.7,-1
5373,2.8,6.7,-1
5374,2.9,6.7,-1
5375,3.0,6.7,-1
5376,3.1,6.7,-1
5377,3.2,6.7,-1
5378,3.3,6.7,-1
5379,3.4,6.7,1
5380,3.5,6.7,-1
5381,3.6,6.7,-1
5382,3.7,6.7,-1
5383,3.8,6.7,-1
5384,3.9,6.7,-1
5385,4.0,6.7,-1
5386,4.1,6.7,-1
5387,4.2,6.7,-1
5388,4.3,6.7,-1
5389,4.4,6.7,-1
5390,4.5,6.7,-1
5391,4.6,6.7,-1
5392,4.7,6.7,-1
5393,4.8,6.7,-1
5394,4.9,6.7,-1
5395,5.0,6.7,-1
5396,5.1,6.7,-1
5397,5.2,6.7,-1
5398,5.3,6.7,-1
5399,5.4,6.7,-1
5400,5.5,6.7,-1
5401,5.6,6.7,-1
5402,5.7,6.7,-1
5403,5.8,6.7,-1
5404,5.9,6.7,-1
5405,6.0,6.7,-1
5406,6.1,6.7,-1
5407,6.2,6.7,-1
5408,6.3,6.7,-1
5409,6.4,6.7,-1
5410,6.5,6.7,-1
5411,6.6,6.7,-1
5412,6.7,6.7,-1
5413,6.8,6.7,-1
5414,6.9,6.7,-1
5415,7.0,6.7,-1
5416,7.1,6.7,-1
5417,7.2,6.7,-1
5418,7.3,6.7,-1
5419,7.4,6.7,-1
5420,7.5,6.7,-1
5421,7.6,6.7,-1
5422,7.7,6.7,-1
5423,7.8,6.7,-1
5424,7.9,6.7,-1
5425,8.0,6.7,-1
5426,8.1,6.7,-1
5427,0.1,6.8,-1
5428,0.2,6.8,-1
5429,0.3,6.8,-1
5430,0.4,6.8,-1
5431,0.5,6.8,-1
5432,0.6,6.8,-1
5433,0.7,6.8,-1
5434,0.8,6.8,-1
5435,0.9,6.8,-1
5436,1.0,6.8,-1
5437,1.1,6.8,-1
5438,1.2,6.8,-1
5439,1.3,6.8,-1
5440,1.4,6.8,-1
5441,1.5,6.8,-1
5442,1.6,6.8,-1
5443,1.7,6.8,-1
5444,1.8,6.8,-1
5445,1.9,6.8,-1
5446,2.0,6.8,-1
5447,2.1,6.8,-1
5448,2.2,6.8,-1
5449,2.3,6.8,-1
5450,2.4,6.8,-1
5451,2.5,6.8,-1
5452,2.6,6.8,-1
5453,2.7,6.8,-1
5454,2.8,6.8,-1
5455,2.9,6.8,-1
5456,3.0,6.8,-1
5457,3.1,6.8,-1
5458,3.2,6.8,-1
5459,3.3,6.8,-1
5460,3.4,6.8,-1
5461,3.5,6.8,-1
5462,3.6,6.8,-1
5463,3.7,6.8,-1
5464,3.8,6.8,-1
5465,3.9,6.8,-1
5466,4.0,6.8,-1
5467,4.1,6.8,-1
5468,4.2,6.8,-1
5469,4.3,6.8,-1
5470,4.4,6.8,-1
5471,4.5,6.8,-1
5472,4.6,6.8,-1
5473,4.7,6.8,-1
5474,4.8,6.8,-1
5475,4.9,6.8,-1
5476,5.0,6.8,-1
5477,5.1,6.8,-1
5478,5.2,6.8,-1
5479,5.3,6.8,-1
5480,5.4,6.8,-1
5481,5.5,6.8,-1
5482,5.6,6.8,-1
5483,5.7,6.8,-1
5484,5.8,6.8,-1
5485,5.9,6.8,-1
5486,6.0,6.8,-1
5487,6.1,6.8,-1
5488,6.2,6.8,-1
5489,6.3,6.8,-1
5490,6.4,6.8,-1
5491,6.5,6.8,-1
5492,6.6,6.8,-1
5493,6.7,6.8,-1
5494,6.8,6.8,-1
5495,6.9,6.8,-1
5496,7.0,6.8,-1
5497,7.1,6.8,-1
5498,7.2,6.8,-1
5499,7.3,6.8,-1
5500,7.4,6.8,-1
5501,7.5,6.8,-1
5502,7.6,6.8,-1
5503,7.7,6.8,-1
5504,7.8,6.8,-1
5505,7.9,6.8,-1
5506,8.0,6.8,-1
5507,8.1,6.8,-1
5508,0.1,6.9,-1
5509,0.2,6.9,-1
5510,0.3,6.9,-1
5511,0.4,6.9,-1
5512,0.5,6.9,-1
5513,0.6,6.9,-1
5514,0.7,6.9,-1
5515,0.8,6.9,-1
5516,0.9,6.9,-1
5517,1.0,6.9,-1
5518,1.1,6.9,-1
5519,1.2,6.9,-1
5520,1.3,6.9,-1
5521,1.4,6.9,-1
5522,1.5,6.9,-1
5523,1.6,6.9,-1
5524,1.7,6.9,-1
5525,1.8,6.9,-1
5526,1.9,6.9,-1
5527,2.0,6.9,-1
5528,2.1,6.9,-1
5529,2.2,6.9,-1
5530,2.3,6.9,-1
5531,2.4,6.9,-1
5532,2.5,6.9,-1
5533,2.6,6.9,-1
5534,2.7,6.9,-1
5535,2.8,6.9,-1
5536,2.9,6.9,-1
5537,3.0,6.9,-1
5538,3.1,6.9,-1
5539,3.2,6.9,-1
5540,3.3,6.9,-1
5541,3.4,6.9,-1
5542,3.5,6.9,-1
5543,3.6,6.9,-1
5544,3.7,6.9,-1
5545,3.8,6.9,-1
5546,3.9,6.9,-1
5547,4.0,6.9,-1
5548,4.1,6.9,-1
5549,4.2,6.9,-1
5550,4.3,6.9,-1
5551,4.4,6.9,-1
5552,4.5,6.9,-1
5553,4.6,6.9,-1
5554,4.7,6.9,-1
5555,4.8,6.9,-1
5556,4.9,6.9,-1
5557,5.0,6.9,-1
5558,5.1,6.9,-1
5559,5.2,6.9,-1
5560,5.3,6.9,-1
5561,5.4,6.9,-1
5562,5.5,6.9,-1
5563,5.6,6.9,-1
5564,5.7,6.9,-1
5565,5.8,6.9,-1
5566,5.9,6.9,-1
5567,6.0,6.9,-1
5568,6.1,6.9,-1
5569,6.2,6.9,-1
5570,6.3,6.9,-1
5571,6.4,6.9,-1
5572,6.5,6.9,-1
5573,6.6,6.9,-1
5574,6.7,6.9,-1
5575,6.8,6.9,-1
5576,6.9,6.9,-1
5577,7.0,6.9,-1
5578,7.1,6.9,-1
5579,7.2,6.9,-1
5580,7.3,6.9,-1
5581,7.4,6.9,-1
5582,7.5,6.9,-1
5583,7.6,6.9,-1
5584,7.7,6.9,-1
5585,7.8,6.9,-1
5586,7.9,6.9,-1
5587,8.0,6.9,-1
5588,8.1,6.9,-1
5589,0.1,7.0,-1
5590,0.2,7.0,-1
5591,0.3,7.0,-1
5592,0.4,7.0,-1
5593,0.5,7.0,-1
5594,0.6,7.0,-1
5595,0.7,7.0,-1
5596,0.8,7.0,-1
5597,0.9,7.0,-1
5598,1.0,7.0,-1
5599,1.1,7.0,-1
5600,1.2,7.0,-1
5601,1.3,7.0,-1
5602,1.4,7.0,-1
5603,1.5,7.0,-1
5604,1.6,7.0,-1
5605,1.7,7.0,-1
5606,1.8,7.0,-1
5607,1.9,7.0,-1
5608,2.0,7.0,-1
5609,2.1,7.0,-1
5610,2.2,7.0,-1
5611,2.3,7.0,-1
5612,2.4,7.0,-1
5613,2.5,7.0,-1
5614,2.6,7.0,-1
5615,2.7,7.0,-1
5616,2.8,7.0,-1
5617,2.9,7.0,-1
5618,3.0,7.0,-1
5619,3.1,7.0,-1
5620,3.2,7.0,-1
5621,3.3,7.0,-1
5622,3.4,7.0,-1
5623,3.5,7.0,-1
5624,3.6,7.0,-1
5625,3.7,7.0,-1
5626,3.8,7.0,-1
5627,3.9,7.0,-1
5628,4.0,7.0,-1
5629,4.1,7.0,-1
5630,4.2,7.0,-1
5631,4.3,7.0,-1
5632,4.4,7.0,-1
5633,4.5,7.0,-1
5634,4.6,7.0,-1
5635,4.7,7.0,-1
5636,4.8,7.0,-1
5637,4.9,7.0,-1
5638,5.0,7.0,-1
5639,5.1,7.0,-1
5640,5.2,7.0,-1
5641,5.3,7.0,-1
5642,5.4,7.0,-1
5643,5.5,7.0,-1
5644,5.6,7.0,-1
5645,5.7,7.0,-1
5646,5.8,7.0,-1
5647,5.9,7.0,-1
5648,6.0,7.0,-1
5649,6.1,7.0,-1
5650,6.2,7.0,-1
5651,6.3,7.0,-1
5652,6.4,7.0,-1
5653,6.5,7.0,-1
5654,6.6,7.0,-1
5655,6.7,7.0,-1
5656,6.8,7.0,-1
5657,6.9,7.0,-1
5658,7.0,7.0,-1
5659,7.1,7.0,-1
5660,7.2,7.0,-1
5661,7.3,7.0,-1
5662,7.4,7.0,-1
5663,7.5,7.0,-1
5664,7.6,7.0,-1
5665,7.7,7.0,-1
5666,7.8,7.0,-1
5667,7.9,7.0,-1
5668,8.0,7.0,-1
5669,8.1,7.0,-1
5670,0.1,7.1,-1
5671,0.2,7.1,-1
5672,0.3,7.1,-1
5673,0.4,7.1,-1
5674,0.5,7.1,-1
5675,0.6,7.1,-1
5676,0.7,7.1,-1
5677,0.8,7.1,-1
5678,0.9,7.1,-1
5679,1.0,7.1,-1
5680,1.1,7.1,-1
5681,1.2,7.1,-1
5682,1.3,7.1,-1
5683,1.4,7.1,-1
5684,1.5,7.1,-1
5685,1.6,7.1,-1
5686,1.7,7.1,-1
5687,1.8,7.1,-1
5688,1.9,7.1,-1
5689,2.0,7.1,-1
5690,2.1,7.1,-1
5691,2.2,7.1,-1
5692,2.3,7.1,-1
5693,2.4,7.1,-1
5694,2.5,7.1,-1
5695,2.6,7.1,-1
5696,2.7,7.1,-1
5697,2.8,7.1,-1
5698,2.9,7.1,-1
5699,3.0,7.1,-1
5700,3.1,7.1,-1
5701,3.2,7.1,-1
5702,3.3,7.1,-1
5703,3.4,7.1,-1
5704,3.5,7.1,-1
5705,3.6,7.1,-1
5706,3.7,7.1,-1
5707,3.8,7.1,-1
5708,3.9,7.1,-1
5709,4.0,7.1,-1
5710,4.1,7.1,-1
5711,4.2,7.1,-1
5712,4.3,7.1,-1
5713,4.4,7.1,-1
5714,4.5,7.1,-1
5715,4.6,7.1,-1
5716,4.7,7.1,-1
5717,4.8,7.1,-1
5718,4.9,7.1,-1
5719,5.0,7.1,-1
5720,5.1,7.1,-1
5721,5.2,7.1,-1
5722,5.3,7.1,-1
5723,5.4,7.1,-1
5724,5.5,7.1,-1
5725,5.6,7.1,-1
5726,5.7,7.1,-1
5727,5.8,7.1,-1
5728,5.9,7.1,-1
5729,6.0,7.1,-1
5730,6.1,7.1,-1
5731,6.2,7.1,-1
5732,6.3,7.1,-1
5733,6.4,7.1,-1
5734,6.5,7.1,-1
5735,6.6,7.1,-1
5736,6.7,7.1,-1
5737,6.8,7.1,-1
5738,6.9,7.1,-1
5739,7.0,7.1,-1
5740,7.1,7.1,-1
5741,7.2,7.1,-1
5742,7.3,7.1,-1
5743,7.4,7.1,-1
5744,7.5,7.1,-1
5745,7.6,7.1,-1
5746,7.7,7.1,-1
5747,7.8,7.1,-1
5748,7.9,7.1,-1
5749,8.0,7.1,-1
5750,8.1,7.1,-1
5751,0.1,7.2,-1
5752,0.2,7.2,-1
5753,0.3,7.2,-1
5754,0.4,7.2,-1
5755,0.5,7.2,-1
5756,0.6,7.2,-1
5757,0.7,7.2,-1
5758,0.8,7.2,-1
5759,0.9,7.2,-1
5760,1.0,7.2,-1
5761,1.1,7.2,-1
5762,1.2,7.2,-1
5763,1.3,7.2,-1
5764,1.4,7.2,-1
5765,1.5,7.2,-1
5766,1.6,7.2,-1
5767,1.7,7.2,-1
5768,1.8,7.2,-1
5769,1.9,7.2,-1
5770,2.0,7.2,-1
5771,2.1,7.2,-1
5772,2.2,7.2,-1
5773,2.3,7.2,-1
5774,2.4,7.2,-1
5775,2.5,7.2,-1
5776,2.6,7.2,-1
5777,2.7,7.2,-1
5778,2.8,7.2,-1
5779,2.9,7.2,-1
5780,3.0,7.2,-1
5781,3.1,7.2,-1
5782,3.2,7.2,-1
5783,3.3,7.2,-1
5784,3.4,7.2,-1
5785,3.5,7.2,-1
5786,3.6,7.2,-1
5787,3.7,7.2,-1
5788,3.8,7.2,-1
5789,3.9,7.2,-1
5790,4.0,7.2,-1
5791,4.1,7.2,-1
5792,4.2,7.2,-1
5793,4.3,7.2,-1
5794,4.4,7.2,-1
5795,4.5,7.2,-1
5796,4.6,7.2,-1
5797,4.7,7.2,-1
5798,4.8,7.2,-1
5799,4.9,7.2,-1
5800,5.0,7.2,-1
5801,5.1,7.2,-1
5802,5.2,7.2,-1
5803,5.3,7.2,-1
5804,5.4,7.2,-1
5805,5.5,7.2,-1
5806,5.6,7.2,-1
5807,5.7,7.2,-1
5808,5.8,7.2,-1
5809,5.9,7.2,-1
5810,6.0,7.2,-1
5811,6.1,7.2,-1
5812,6.2,7.2,-1
5813,6.3,7.2,-1
5814,6.4,7.2,-1
5815,6.5,7.2,-1
5816,6.6,7.2,-1
5817,6.7,7.2,-1
5818,6.8,7.2,-1
5819,6.9,7.2,-1
5820,7.0,7.2,-1
5821,7.1,7.2,-1
5822,7.2,7.2,-1
5823,7.3,7.2,-1
5824,7.4,7.2,-1
5825,7.5,7.2,-1
5826,7.6,7.2,-1
5827,7.7,7.2,-1
5828,7.8,7.2,-1
5829,7.9,7.2,-1
5830,8.0,7.2,-1
5831,8.1,7.2,-1
5832,0.1,7.3,-1
5833,0.2,7.3,-1
5834,0.3,7.3,-1
5835,0.4,7.3,-1
5836,0.5,7.3,-1
5837,0.6,7.3,-1
5838,0.7,7.3,-1
5839,0.8,7.3,-1
5840,0.9,7.3,-1
5841,1.0,7.3,-1
5842,1.1,7.3,-1
5843,1.2,7.3,-1
5844,1.3,7.3,-1
5845,1.4,7.3,-1
5846,1.5,7.3,-1
5847,1.6,7.3,-1
5848,1.7,7.3,-1
5849,1.8,7.3,-1
5850,1.9,7.3,-1
5851,2.0,7.3,-1
5852,2.1,7.3,-1
5853,2.2,7.3,-1
5854,2.3,7.3,-1
5855,2.4,7.3,-1
5856,2.5,7.3,-1
5857,2.6,7.3,-1
5858,2.7,7.3,-1
5859,2.8,7.3,-1
5860,2.9,7.3,-1
5861,3.0,7.3,-1
5862,3.1,7.3,-1
5863,3.2,7.3,-1
5864,3.3,7.3,-1
5865,3.4,7.3,-1
5866,3.5,7.3,-1
5867,3.6,7.3,-1
5868,3.7,7.3,-1
5869,3.8,7.3,-1
5870,3.9,7.3,-1
5871,4.0,7.3,-1
5872,4.1,7.3,-1
5873,4.2,7.3,-1
5874,4.3,7.3,-1
5875,4.4,7.3,-1
5876,4.5,7.3,-1
5877,4.6,7.3,-1
5878,4.7,7.3,-1
5879,4.8,7.3,-1
5880,4.9,7.3,-1
5881,5.0,7.3,-1
5882,5.1,7.3,-1
5883,5.2,7.3,-1
5884,5.3,7.3,-1
5885,5.4,7.3,-1
5886,5.5,7.3,-1
5887,5.6,7.3,-1
5888,5.7,7.3,-1
5889,5.8,7.3,-1
5890,5.9,7.3,-1
5891,6.0,7.3,-1
5892,6.1,7.3,-1
5893,6.2,7.3,-1
5894,6.3,7.3,-1
5895,6.4,7.3,-1
5896,6.5,7.3,-1
5897,6.6,7.3,-1
5898,6.7,7.3,-1
5899,6.8,7.3,-1
5900,6.9,7.3,-1
5901,7.0,7.3,-1
5902,7.1,7.3,-1
5903,7.2,7.3,-1
5904,7.3,7.3,-1
5905,7.4,7.3,-1
5906,7.5,7.3,-1
5907,7.6,7.3,-1
5908,7.7,7.3,-1
5909,7.8,7.3,-1
5910,7.9,7.3,-1
5911,8.0,7.3,-1
5912,8.1,7.3,-1
5913,0.1,7.4,-1
5914,0.2,7.4,-1
5915,0.3,7.4,-1
5916,0.4,7.4,-1
5917,0.5,7.4,-1
5918,0.6,7.4,-1
5919,0.7,7.4,-1
5920,0.8,7.4,-1
5921,0.9,7.4,-1
5922,1.0,7.4,-1
5923,1.1,7.4,-1
5924,1.2,7.4,-1
5925,1.3,7.4,-1
5926,1.4,7.4,-1
5927,1.5,7.4,-1
5928,1.6,7.4,-1
5929,1.7,7.4,-1
5930,1.8,7.4,-1
5931,1.9,7.4,-1
5932,2.0,7.4,-1
5933,2.1,7.4,-1
5934,2.2,7.4,-1
5935,2.3,7.4,-1
5936,2.4,7.4,-1
5937,2.5,7.4,-1
5938,2.6,7.4,-1
5939,2.7,7.4,-1
5940,2.8,7.4,-1
5941,2.9,7.4,-1
5942,3.0,7.4,-1
5943,3.1,7.4,-1
5944,3.2,7.4,-1
5945,3.3,7.4,-1
5946,3.4,7.4,-1
5947,3.5,7.4,-1
5948,3.6,7.4,-1
5949,3.7,7.4,-1
5950,3.8,7.4,-1
5951,3.9,7.4,-1
5952,4.0,7.4,-1
5953,4.1,7.4,-1
5954,4.2,7.4,-1
5955,4.3,7.4,-1
5956,4.4,7.4,-1
5957,4.5,7.4,-1
5958,4.6,7.4,-1
5959,4.7,7.4,-1
5960,4.8,7.4,-1
5961,4.9,7.4,-1
5962,5.0,7.4,-1
5963,5.1,7.4,-1
5964,5.2,7.4,-1
5965,5.3,7.4,-1
5966,5.4,7.4,-1
5967,5.5,7.4,-1
5968,5.6,7.4,-1
5969,5.7,7.4,-1
5970,5.8,7.4,-1
5971,5.9,7.4,-1
5972,6.0,7.4,-1
5973,6.1,7.4,-1
5974,6.2,7.4,-1
5975,6.3,7.4,-1
5976,6.4,7.4,-1
5977,6.5,7.4,-1
5978,6.6,7.4,-1
5979,6.7,7.4,-1
5980,6.8,7.4,-1
5981,6.9,7.4,-1
5982,7.0,7.4,-1
5983,7.1,7.4,-1
5984,7.2,7.4,-1
5985,7.3,7.4,-1
5986,7.4,7.4,-1
5987,7.5,7.4,-1
5988,7.6,7.4,-1
5989,7.7,7.4,-1
5990,7.8,7.4,-1
5991,7.9,7.4,-1
5992,8.0,7.4,-1
5993,8.1,7.4,-1
5994,0.1,7.5,-1
5995,0.2,7.5,-1
5996,0.3,7.5,-1
5997,0.4,7.5,-1
5998,0.5,7.5,-1
5999,0.6,7.5,-1
6000,0.7,7.5,-1
6001,0.8,7.5,-1
6002,0.9,7.5,-1
6003,1.0,7.5,-1
6004,1.1,7.5,-1
6005,1.2,7.5,-1
6006,1.3,7.5,-1
6007,1.4,7.5,-1
6008,1.5,7.5,-1
6009,1.6,7.5,-1
6010,1.7,7.5,-1
6011,1.8,7.5,-1
6012,1.9,7.5,-1
6013,2.0,7.5,-1
6014,2.1,7.5,-1
6015,2.2,7.5,-1
6016,2.3,7.5,-1
6017,2.4,7.5,-1
6018,2.5,7.5,-1
6019,2.6,7.5,-1
6020,2.7,7.5,-1
6021,2.8,7.5,-1
6022,2.9,7.5,-1
6023,3.0,7.5,-1
6024,3.1,7.5,-1
6025,3.2,7.5,-1
6026,3.3,7.5,-1
6027,3.4,7.5,-1
6028,3.5,7.5,-1
6029,3.6,7.5,-1
6030,3.7,7.5,-1
6031,3.8,7.5,-1
6032,3.9,7.5,-1
6033,4.0,7.5,-1
6034,4.1,7.5,-1
6035,4.2,7.5,-1
6036,4.3,7.5,-1
6037,4.4,7.5,-1
6038,4.5,7.5,-1
6039,4.6,7.5,-1
6040,4.7,7.5,-1
6041,4.8,7.5,-1
6042,4.9,7.5,-1
6043,5.0,7.5,-1
6044,5.1,7.5,-1
6045,5.2,7.5,-1
6046,5.3,7.5,-1
6047,5.4,7.5,-1
6048,5.5,7.5,-1
6049,5.6,7.5,-1
6050,5.7,7.5,-1
6051,5.8,7.5,-1
6052,5.9,7.5,-1
6053,6.0,7.5,-1
6054,6.1,7.5,-1
6055,6.2,7.5,-1
6056,6.3,7.5,-1
6057,6.4,7.5,-1
6058,6.5,7.5,-1
6059,6.6,7.5,-1
6060,6.7,7.5,-1
6061,6.8,7.5,-1
6062,6.9,7.5,1
6063,7.0,7.5,-1
6064,7.1,7.5,-1
6065,7.2,7.5,-1
6066,7.3,7.5,-1
6067,7.4,7.5,-1
6068,7.5,7.5,-1
6069,7.6,7.5,-1
6070,7.7,7.5,-1
6071,7.8,7.5,-1
6072,7.9,7.5,-1
6073,8.0,7.5,-1
6074,8.1,7.5,-1
6075,0.1,7.6,-1
6076,0.2,7.6,-1
6077,0.3,7.6,-1
6078,0.4,7.6,-1
6079,0.5,7.6,-1
6080,0.6,7.6,-1
6081,0.7,7.6,-1
6082,0.8,7.6,-1
6083,0.9,7.6,-1
6084,1.0,7.6,-1
6085,1.1,7.6,-1
6086,1.2,7.6,-1
6087,1.3,7.6,-1
6088,1.4,7.6,-1
6089,1.5,7.6,-1
6090,1.6,7.6,-1
6091,1.7,7.6,-1
6092,1.8,7.6,-1
6093,1.9,7.6,-1
6094,2.0,7.6,-1
6095,2.1,7.6,-1
6096,2.2,7.6,-1
6097,2.3,7.6,-1
6098,2.4,7.6,-1
6099,2.5,7.6,-1
6100,2.6,7.6,-1
6101,2.7,7.6,-1
6102,2.8,7.6,-1
6103,2.9,7.6,-1
6104,3.0,7.6,-1
6105,3.1,7.6,-1
6106,3.2,7.6,-1
6107,3.3,7.6,-1
6108,3.4,7.6,-1
6109,3.5,7.6,-1
6110,3.6,7.6,-1
6111,3.7,7.6,-1
6112,3.8,7.6,-1
6113,3.9,7.6,-1
6114,4.0,7.6,-1
6115,4.1,7.6,-1
6116,4.2,7.6,-1
6117,4.3,7.6,-1
6118,4.4,7.6,-1
6119,4.5,7.6,-1
6120,4.6,7.6,-1
6121,4.7,7.6,-1
6122,4.8,7.6,-1
6123,4.9,7.6,-1
6124,5.0,7.6,-1
6125,5.1,7.6,-1
6126,5.2,7.6,-1
6127,5.3,7.6,-1
6128,5.4,7.6,-1
6129,5.5,7.6,-1
6130,5.6,7.6,-1
6131,5.7,7.6,-1
6132,5.8,7.6,-1
6133,5.9,7.6,-1
6134,6.0,7.6,-1
6135,6.1,7.6,-1
6136,6.2,7.6,-1
6137,6.3,7.6,-1
6138,6.4,7.6,-1
6139,6.5,7.6,-1
6140,6.6,7.6,-1
6141,6.7,7.6,-1
6142,6.8,7.6,-1
6143,6.9,7.6,-1
6144,7.0,7.6,-1
6145,7.1,7.6,-1
6146,7.2,7.6,-1
6147,7.3,7.6,-1
6148,7.4,7.6,-1
6149,7.5,7.6,-1
6150,7.6,7.6,-1
6151,7.7,7.6,-1
6152,7.8,7.6,-1
6153,7.9,7.6,-1
6154,8.0,7.6,-1
6155,8.1,7.6,-1
6156,0.1,7.7,-1
6157,0.2,7.7,-1
6158,0.3,7.7,-1
6159,0.4,7.7,-1
6160,0.5,7.7,-1
6161,0.6,7.7,-1
6162,0.7,7.7,-1
6163,0.8,7.7,-1
6164,0.9,7.7,-1
6165,1.0,7.7,-1
6166,1.1,7.7,-1
6167,1.2,7.7,-1
6168,1.3,7.7,-1
6169,1.4,7.7,-1
6170,1.5,7.7,-1
6171,1.6,7.7,-1
6172,1.7,7.7,-1
6173,1.8,7.7,-1
6174,1.9,7.7,-1
6175,2.0,7.7,-1
6176,2.1,7.7,-1
6177,2.2,7.7,-1
6178,2.3,7.7,-1
6179,2.4,7.7,-1
6180,2.5,7.7,-1
6181,2.6,7.7,-1
6182,2.7,7.7,-1
6183,2.8,7.7,-1
6184,2.9,7.7,-1
6185,3.0,7.7,-1
6186,3.1,7.7,-1
6187,3.2,7.7,-1
6188,3.3,7.7,-1
6189,3.4,7.7,-1
6190,3.5,7.7,-1
6191,3.6,7.7,-1
6192,3.7,7.7,-1
6193,3.8,7.7,-1
6194,3.9,7.7,-1
6195,4.0,7.7,-1
6196,4.1,7.7,-1
6197,4.2,7.7,-1
6198,4.3,7.7,-1
6199,4.4,7.7,-1
6200,4.5,7.7,-1
6201,4.6,7.7,-1
6202,4.7,7.7,-1
6203,4.8,7.7,-1
6204,4.9,7.7,-1
6205,5.0,7.7,-1
6206,5.1,7.7,-1
6207,5.2,7.7,-1
6208,5.3,7.7,-1
6209,5.4,7.7,-1
6210,5.5,7.7,-1
6211,5.6,7.7,-1
6212,5.7,7.7,-1
6213,5.8,7.7,-1
6214,5.9,7.7,-1
6215,6.0,7.7,-1
6216,6.1,7.7,-1
6217,6.2,7.7,-1
6218,6.3,7.7,-1
6219,6.4,7.7,-1
6220,6.5,7.7,-1
6221,6.6,7.7,-1
6222,6.7,7.7,-1
6223,6.8,7.7,-1
6224,6.9,7.7,-1
6225,7.0,7.7,-1
6226,7.1,7.7,-1
6227,7.2,7.7,-1
6228,7.3,7.7,-1
6229,7.4,7.7,-1
6230,7.5,7.7,-1
6231,7.6,7.7,-1
6232,7.7,7.7,-1
6233,7.8,7.7,-1
6234,7.9,7.7,-1
6235,8.0,7.7,-1
6236,8.1,7.7,-1
6237,0.1,7.8,-1
6238,0.2,7.8,-1
6239,0.3,7.8,-1
6240,0.4,7.8,-1
6241,0.5,7.8,-1
6242,0.6,7.8,-1
6243,0.7,7.8,-1
6244,0.8,7.8,-1
6245,0.9,7.8,-1
6246,1.0,7.8,-1
6247,1.1,7.8,-1
6248,1.2,7.8,-1
6249,1.3,7.8,-1
6250,1.4,7.8,-1
6251,1.5,7.8,-1
6252,1.6,7.8,-1
6253,1.7,7.8,-1
6254,1.8,7.8,-1
6255,1.9,7.8,-1
6256,2.0,7.8,-1
6257,2.1,7.8,-1
6258,2.2,7.8,-1
6259,2.3,7.8,-1
6260,2.4,7.8,-1
6261,2.5,7.8,-1
6262,2.6,7.8,-1
6263,2.7,7.8,-1
6264,2.8,7.8,-1
6265,2.9,7.8,-1
6266,3.0,7.8,-1
6267,3.1,7.8,-1
6268,3.2,7.8,-1
6269,3.3,7.8,-1
6270,3.4,7.8,-1
6271,3.5,7.8,-1
6272,3.6,7.8,-1
6273,3.7,7.8,-1
6274,3.8,7.8,-1
6275,3.9,7.8,-1
6276,4.0,7.8,-1
6277,4.1,7.8,-1
6278,4.2,7.8,-1
6279,4.3,7.8,-1
6280,4.4,7.8,-1
6281,4.5,7.8,-1
6282,4.6,7.8,-1
6283,4.7,7.8,-1
6284,4.8,7.8,-1
6285,4.9,7.8,-1
6286,5.0,7.8,-1
6287,5.1,7.8,-1
6288,5.2,7.8,-1
6289,5.3,7.8,-1
6290,5.4,7.8,-1
6291,5.5,7.8,-1
6292,5.6,7.8,-1
6293,5.7,7.8,-1
6294,5.8,7.8,-1
6295,5.9,7.8,-1
6296,6.0,7.8,-1
6297,6.1,7.8,-1
6298,6.2,7.8,-1
6299,6.3,7.8,-1
6300,6.4,7.8,-1
6301,6.5,7.8,-1
6302,6.6,7.8,-1
