,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6303,6.7,7.8,-1
6304,6.8,7.8,-1
6305,6.9,7.8,-1
6306,7.0,7.8,-1
6307,7.1,7.8,-1
6308,7.2,7.8,-1
6309,7.3,7.8,-1
6310,7.4,7.8,-1
6311,7.5,7.8,-1
6312,7.6,7.8,-1
6313,7.7,7.8,-1
6314,7.8,7.8,-1
6315,7.9,7.8,-1
6316,8.0,7.8,-1
6317,8.1,7.8,-1
6318,0.1,7.9,-1
6319,0.2,7.9,-1
6320,0.3,7.9,-1
6321,0.4,7.9,-1
6322,0.5,7.9,-1
6323,0.6,7.9,-1
6324,0.7,7.9,-1
6325,0.8,7.9,-1
6326,0.9,7.9,-1
6327,1.0,7.9,-1
6328,1.1,7.9,-1
6329,1.2,7.9,-1
6330,1.3,7.9,-1
6331,1.4,7.9,-1
6332,1.5,7.9,-1
6333,1.6,7.9,-1
6334,1.7,7.9,-1
6335,1.8,7.9,-1
6336,1.9,7.9,-1
6337,2.0,7.9,-1
6338,2.1,7.9,-1
6339,2.2,7.9,-1
6340,2.3,7.9,-1
6341,2.4,7.9,-1
6342,2.5,7.9,-1
6343,2.6,7.9,-1
6344,2.7,7.9,-1
6345,2.8,7.9,-1
6346,2.9,7.9,-1
6347,3.0,7.9,-1
6348,3.1,7.9,-1
6349,3.2,7.9,-1
6350,3.3,7.9,-1
6351,3.4,7.9,-1
6352,3.5,7.9,-1
6353,3.6,7.9,-1
6354,3.7,7.9,-1
6355,3.8,7.9,-1
6356,3.9,7.9,-1
6357,4.0,7.9,-1
6358,4.1,7.9,-1
6359,4.2,7.9,-1
6360,4.3,7.9,-1
6361,4.4,7.9,-1
6362,4.5,7.9,-1
6363,4.6,7.9,-1
6364,4.7,7.9,-1
6365,4.8,7.9,-1
6366,4.9,7.9,-1
6367,5.0,7.9,-1
6368,5.1,7.9,-1
6369,5.2,7.9,-1
6370,5.3,7.9,-1
6371,5.4,7.9,-1
6372,5.5,7.9,-1
6373,5.6,7.9,-1
6374,5.7,7.9,-1
6375,5.8,7.9,-1
6376,5.9,7.9,-1
6377,6.0,7.9,-1
6378,6.1,7.9,-1
6379,6.2,7.9,-1
6380,6.3,7.9,-1
6381,6.4,7.9,-1
6382,6.5,7.9,-1
6383,6.6,7.9,-1
6384,6.7,7.9,-1
6385,6.8,7.9,-1
6386,6.9,7.9,-1
6387,7.0,7.9,-1
6388,7.1,7.9,-1
6389,7.2,7.9,-1
6390,7.3,7.9,-1
6391,7.4,7.9,-1
6392,7.5,7.9,-1
6393,7.6,7.9,-1
6394,7.7,7.9,-1
6395,7.8,7.9,-1
6396,7.9,7.9,-1
6397,8.0,7.9,-1
6398,8.1,7.9,-1
6399,0.1,8.0,-1
6400,0.2,8.0,-1
6401,0.3,8.0,-1
6402,0.4,8.0,-1
6403,0.5,8.0,-1
6404,0.6,8.0,-1
6405,0.7,8.0,-1
6406,0.8,8.0,-1
6407,0.9,8.0,-1
6408,1.0,8.0,-1
6409,1.1,8.0,-1
6410,1.2,8.0,-1
6411,1.3,8.0,-1
6412,1.4,8.0,-1
6413,1.5,8.0,-1
6414,1.6,8.0,-1
6415,1.7,8.0,-1
6416,1.8,8.0,-1
6417,1.9,8.0,-1
6418,2.0,8.0,-1
6419,2.1,8.0,-1
6420,2.2,8.0,-1
6421,2.3,8.0,-1
6422,2.4,8.0,-1
6423,2.5,8.0,-1
6424,2.6,8.0,-1
6425,2.7,8.0,-1
6426,2.8,8.0,-1
6427,2.9,8.0,-1
6428,3.0,8.0,-1
6429,3.1,8.0,-1
6430,3.2,8.0,-1
6431,3.3,8.0,-1
6432,3.4,8.0,-1
6433,3.5,8.0,-1
6434,3.6,8.0,-1
6435,3.7,8.0,-1
6436,3.8,8.0,-1
6437,3.9,8.0,-1
6438,4.0,8.0,-1
6439,4.1,8.0,-1
6440,4.2,8.0,-1
6441,4.3,8.0,-1
6442,4.4,8.0,-1
6443,4.5,8.0,-1
6444,4.6,8.0,-1
6445,4.7,8.0,-1
6446,4.8,8.0,-1
6447,4.9,8.0,-1
6448,5.0,8.0,-1
6449,5.1,8.0,-1
6450,5.2,8.0,-1
6451,5.3,8.0,-1
6452,5.4,8.0,-1
6453,5.5,8.0,-1
6454,5.6,8.0,-1
6455,5.7,8.0,-1
6456,5.8,8.0,-1
6457,5.9,8.0,-1
6458,6.0,8.0,-1
6459,6.1,8.0,-1
6460,6.2,8.0,-1
6461,6.3,8.0,-1
6462,6.4,8.0,-1
6463,6.5,8.0,-1
6464,6.6,8.0,-1
6465,6.7,8.0,-1
6466,6.8,8.0,-1
6467,6.9,8.0,-1
6468,7.0,8.0,-1
6469,7.1,8.0,-1
6470,7.2,8.0,-1
6471,7.3,8.0,-1
6472,7.4,8.0,-1
6473,7.5,8.0,-1
6474,7.6,8.0,-1
6475,7.7,8.0,-1
6476,7.8,8.0,-1
6477,7.9,8.0,-1
6478,8.0,8.0,-1
6479,8.1,8.0,-1
6480,0.1,8.1,0
6481,0.2,8.1,-1
6482,0.3,8.1,-1
6483,0.4,8.1,-1
6484,0.5,8.1,-1
6485,0.6,8.1,-1
6486,0.7,8.1,-1
6487,0.8,8.1,0
6488,0.9,8.1,-1
6489,1.0,8.1,-1
6490,1.1,8.1,-1
6491,1.2,8.1,-1
6492,1.3,8.1,-1
6493,1.4,8.1,-1
6494,1.5,8.1,-1
6495,1.6,8.1,-1
6496,1.7,8.1,-1
6497,1.8,8.1,-1
6498,1.9,8.1,1
6499,2.0,8.1,-1
6500,2.1,8.1,-1
6501,2.2,8.1,-1
6502,2.3,8.1,-1
6503,2.4,8.1,-1
6504,2.5,8.1,-1
6505,2.6,8.1,-1
6506,2.7,8.1,-1
6507,2.8,8.1,-1
6508,2.9,8.1,-1
6509,3.0,8.1,-1
6510,3.1,8.1,-1
6511,3.2,8.1,-1
6512,3.3,8.1,-1
6513,3.4,8.1,-1
6514,3.5,8.1,-1
6515,3.6,8.1,-1
6516,3.7,8.1,-1
6517,3.8,8.1,-1
6518,3.9,8.1,-1
6519,4.0,8.1,-1
6520,4.1,8.1,-1
6521,4.2,8.1,-1
6522,4.3,8.1,-1
6523,4.4,8.1,-1
6524,4.5,8.1,-1
6525,4.6,8.1,-1
6526,4.7,8.1,-1
6527,4.8,8.1,-1
6528,4.9,8.1,-1
6529,5.0,8.1,-1
6530,5.1,8.1,-1
6531,5.2,8.1,-1
6532,5.3,8.1,-1
6533,5.4,8.1,-1
6534,5.5,8.1,-1
6535,5.6,8.1,-1
6536,5.7,8.1,-1
6537,5.8,8.1,-1
6538,5.9,8.1,-1
6539,6.0,8.1,-1
6540,6.1,8.1,-1
6541,6.2,8.1,-1
6542,6.3,8.1,-1
6543,6.4,8.1,-1
6544,6.5,8.1,-1
6545,6.6,8.1,-1
6546,6.7,8.1,-1
6547,6.8,8.1,-1
6548,6.9,8.1,-1
6549,7.0,8.1,-1
6550,7.1,8.1,-1
6551,7.2,8.1,-1
6552,7.3,8.1,-1
6553,7.4,8.1,-1
6554,7.5,8.1,-1
6555,7.6,8.1,-1
6556,7.7,8.1,-1
6557,7.8,8.1,-1
6558,7.9,8.1,-1
6559,8.0,8.1,-1
6560,8.1,8.1,-1
