Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.9,6.5,1
8.1,2.1,1
8.1,4.9,1
5.7,7.7,1
7.7,6.1,1
6.5,7.3,1
6.5,8.1,1
7.3,6.9,1
