Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
2.0,1.1,1
0.2,8.1,0
8.1,3.2,1
0.1,4.3,0
5.3,1.5,0
0.2,2.2,0
3.7,0.7,0
6.8,2.2,0
