Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.4,6.7,0
8.1,1.1,0
0.1,0.6,0
4.1,0.9,1
0.9,3.6,1
2.1,1.1,1
6.1,1.0,0
0.1,2.2,0
