Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.5,3.4,1
8.1,0.6,0
0.8,8.1,0
4.5,1.3,1
0.9,5.7,0
6.4,1.4,1
2.7,2.0,1
8.1,1.9,1
