Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.7,1.4,1300.0,0
0.1,8.1,1900.0,0
3.7,8.0,50.0,0
0.1,1.2,375.0,0
8.1,8.1,1450.0,0
8.1,3.2,50.0,0
1.8,3.4,1500.0,1
0.1,6.7,750.0,1
4.6,0.6,325.0,1
3.8,7.3,1325.0,0
2.4,4.2,50.0,1
2.4,0.2,1050.0,0
6.4,4.9,1500.0,0
8.1,0.6,575.0,1
0.1,3.6,850.0,1
0.1,5.8,1450.0,0
0.1,1.2,1350.0,0
4.4,3.0,1300.0,0
2.4,8.1,650.0,1
1.2,8.1,1250.0,1
2.4,1.5,50.0,1
5.0,0.1,950.0,0
1.6,6.4,250.0,1
5.8,2.4,50.0,1
8.1,3.4,1300.0,0
3.5,5.0,1500.0,0
6.1,7.1,1325.0,1
2.0,0.1,500.0,0
0.6,3.4,300.0,1
0.3,0.1,875.0,0
8.1,6.0,1325.0,0
2.0,6.1,1225.0,1
