Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
5.7,1.3,75.0,0
0.1,7.0,2050.0,1
8.0,8.1,1275.0,0
1.6,8.1,150.0,1
0.1,0.1,1275.0,0
4.5,3.7,1325.0,1
0.8,2.9,200.0,1
8.1,0.4,1150.0,0
3.5,8.1,1325.0,0
0.1,5.8,950.0,0
3.6,0.4,875.0,1
8.1,4.1,50.0,1
8.1,4.4,1275.0,0
0.1,3.6,1650.0,0
2.7,0.5,100.0,0
1.2,2.7,975.0,1
8.1,0.3,400.0,0
0.6,8.1,1375.0,1
5.8,6.3,1375.0,0
0.1,0.6,575.0,0
0.2,5.7,250.0,0
2.4,5.5,1325.0,0
5.7,1.4,1175.0,1
4.0,7.4,50.0,1
5.8,0.3,625.0,0
2.4,5.8,50.0,0
3.0,2.0,1250.0,0
5.9,3.5,50.0,1
0.6,5.7,1625.0,0
0.5,0.8,50.0,0
7.7,2.0,100.0,0
0.4,4.1,625.0,1
