Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.2,7.6,125.0,0
7.9,0.4,950.0,1
0.1,0.4,1250.0,1
7.3,7.3,1325.0,0
0.1,7.0,1700.0,0
3.4,1.6,50.0,0
4.0,2.8,1250.0,0
7.6,3.1,50.0,0
0.7,4.0,650.0,1
3.4,7.9,1325.0,1
0.1,0.7,350.0,0
0.4,3.7,1475.0,1
0.1,7.0,725.0,1
7.9,4.3,1250.0,1
6.1,0.4,350.0,0
2.8,0.4,1025.0,0
1.9,4.3,50.0,0
1.9,5.8,1325.0,1
5.5,0.7,1025.0,1
5.2,3.1,50.0,1
7.0,2.2,1250.0,0
1.6,2.2,1175.0,0
1.3,2.2,50.0,0
5.2,6.7,1325.0,1
5.8,4.6,1325.0,1
7.9,1.0,125.0,0
1.0,6.1,275.0,1
3.7,4.9,1325.0,1
2.2,0.4,275.0,1
0.1,2.2,650.0,0
0.4,0.1,800.0,0
1.9,4.0,1175.0,0
