Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.0,0.6,225.0,0
0.1,7.6,2025.0,1
8.1,7.1,1225.0,1
6.8,0.1,2050.0,0
1.7,8.0,150.0,1
0.1,0.8,1975.0,0
3.3,4.2,1275.0,1
8.0,3.3,50.0,1
0.2,3.5,375.0,0
7.6,0.4,925.0,0
0.4,0.2,975.0,0
4.2,8.1,1200.0,1
0.1,6.5,900.0,1
0.2,4.2,1700.0,1
6.8,3.8,1275.0,0
4.2,0.7,1100.0,1
0.7,0.4,175.0,0
6.9,0.7,225.0,0
2.2,5.1,50.0,0
0.5,3.0,1075.0,0
1.5,7.9,1375.0,0
5.4,2.8,75.0,1
4.9,5.9,1350.0,0
1.4,5.6,1350.0,1
0.3,5.8,350.0,1
2.1,1.4,1200.0,0
1.6,2.4,50.0,0
8.1,1.8,1325.0,0
6.3,8.1,1375.0,0
5.0,2.6,1225.0,0
3.7,7.8,50.0,0
5.0,0.3,650.0,0
