Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,0.1,50.0,-1
0.1,0.1,150.0,0
0.1,0.1,250.0,-1
0.1,0.1,350.0,-1
0.1,0.1,450.0,-1
0.1,0.1,550.0,-1
0.1,0.1,650.0,-1
0.1,0.1,750.0,0
0.1,0.1,850.0,1
0.1,0.1,950.0,1
0.1,0.1,1050.0,1
0.1,0.1,1150.0,-1
0.1,0.1,1250.0,0
0.1,0.1,1350.0,-1
0.1,0.1,1450.0,0
0.1,0.1,1550.0,-1
0.1,0.1,1650.0,-1
0.1,0.1,1750.0,0
0.1,0.1,1850.0,-1
0.1,0.1,1950.0,0
0.1,0.1,2050.0,1
0.5,0.1,50.0,-1
0.5,0.1,150.0,-1
0.5,0.1,250.0,-1
0.5,0.1,350.0,-1
0.5,0.1,450.0,-1
0.5,0.1,550.0,-1
0.5,0.1,650.0,-1
0.5,0.1,750.0,-1
0.5,0.1,850.0,-1
0.5,0.1,950.0,0
0.5,0.1,1050.0,-1
0.5,0.1,1150.0,-1
0.5,0.1,1250.0,-1
0.5,0.1,1350.0,-1
0.5,0.1,1450.0,-1
0.5,0.1,1550.0,-1
0.5,0.1,1650.0,-1
0.5,0.1,1750.0,-1
0.5,0.1,1850.0,-1
0.5,0.1,1950.0,-1
0.5,0.1,2050.0,0
0.9,0.1,50.0,-1
0.9,0.1,150.0,-1
0.9,0.1,250.0,-1
0.9,0.1,350.0,-1
0.9,0.1,450.0,-1
0.9,0.1,550.0,-1
0.9,0.1,650.0,-1
0.9,0.1,750.0,-1
0.9,0.1,850.0,-1
0.9,0.1,950.0,0
0.9,0.1,1050.0,-1
0.9,0.1,1150.0,-1
0.9,0.1,1250.0,-1
0.9,0.1,1350.0,-1
0.9,0.1,1450.0,-1
0.9,0.1,1550.0,-1
0.9,0.1,1650.0,-1
0.9,0.1,1750.0,-1
0.9,0.1,1850.0,-1
0.9,0.1,1950.0,-1
0.9,0.1,2050.0,0
1.3,0.1,50.0,-1
1.3,0.1,150.0,-1
1.3,0.1,250.0,-1
1.3,0.1,350.0,0
1.3,0.1,450.0,-1
1.3,0.1,550.0,-1
1.3,0.1,650.0,0
1.3,0.1,750.0,-1
1.3,0.1,850.0,-1
1.3,0.1,950.0,-1
1.3,0.1,1050.0,-1
1.3,0.1,1150.0,-1
1.3,0.1,1250.0,-1
1.3,0.1,1350.0,-1
1.3,0.1,1450.0,-1
1.3,0.1,1550.0,-1
1.3,0.1,1650.0,-1
1.3,0.1,1750.0,-1
1.3,0.1,1850.0,-1
1.3,0.1,1950.0,-1
1.3,0.1,2050.0,-1
1.7,0.1,50.0,-1
1.7,0.1,150.0,-1
1.7,0.1,250.0,-1
1.7,0.1,350.0,-1
1.7,0.1,450.0,-1
1.7,0.1,550.0,-1
1.7,0.1,650.0,-1
1.7,0.1,750.0,-1
1.7,0.1,850.0,-1
1.7,0.1,950.0,-1
1.7,0.1,1050.0,-1
1.7,0.1,1150.0,-1
1.7,0.1,1250.0,-1
1.7,0.1,1350.0,-1
1.7,0.1,1450.0,-1
1.7,0.1,1550.0,-1
1.7,0.1,1650.0,-1
1.7,0.1,1750.0,-1
1.7,0.1,1850.0,-1
1.7,0.1,1950.0,-1
1.7,0.1,2050.0,-1
2.1,0.1,50.0,0
2.1,0.1,150.0,-1
2.1,0.1,250.0,-1
2.1,0.1,350.0,-1
2.1,0.1,450.0,-1
2.1,0.1,550.0,-1
2.1,0.1,650.0,-1
2.1,0.1,750.0,-1
2.1,0.1,850.0,-1
2.1,0.1,950.0,-1
2.1,0.1,1050.0,-1
2.1,0.1,1150.0,-1
2.1,0.1,1250.0,-1
2.1,0.1,1350.0,-1
2.1,0.1,1450.0,-1
2.1,0.1,1550.0,-1
2.1,0.1,1650.0,-1
2.1,0.1,1750.0,-1
2.1,0.1,1850.0,-1
2.1,0.1,1950.0,-1
2.1,0.1,2050.0,0
2.5,0.1,50.0,-1
2.5,0.1,150.0,-1
2.5,0.1,250.0,-1
2.5,0.1,350.0,0
2.5,0.1,450.0,-1
2.5,0.1,550.0,0
2.5,0.1,650.0,-1
2.5,0.1,750.0,-1
2.5,0.1,850.0,-1
2.5,0.1,950.0,-1
2.5,0.1,1050.0,-1
2.5,0.1,1150.0,-1
2.5,0.1,1250.0,-1
2.5,0.1,1350.0,-1
2.5,0.1,1450.0,-1
2.5,0.1,1550.0,-1
2.5,0.1,1650.0,-1
2.5,0.1,1750.0,-1
2.5,0.1,1850.0,-1
2.5,0.1,1950.0,-1
2.5,0.1,2050.0,-1
2.9,0.1,50.0,-1
2.9,0.1,150.0,-1
2.9,0.1,250.0,-1
2.9,0.1,350.0,-1
2.9,0.1,450.0,-1
2.9,0.1,550.0,-1
2.9,0.1,650.0,-1
2.9,0.1,750.0,-1
2.9,0.1,850.0,-1
2.9,0.1,950.0,-1
2.9,0.1,1050.0,-1
2.9,0.1,1150.0,-1
2.9,0.1,1250.0,-1
2.9,0.1,1350.0,-1
2.9,0.1,1450.0,-1
2.9,0.1,1550.0,-1
2.9,0.1,1650.0,-1
2.9,0.1,1750.0,-1
2.9,0.1,1850.0,-1
2.9,0.1,1950.0,-1
2.9,0.1,2050.0,-1
3.3,0.1,50.0,-1
3.3,0.1,150.0,-1
3.3,0.1,250.0,-1
3.3,0.1,350.0,-1
3.3,0.1,450.0,-1
3.3,0.1,550.0,-1
3.3,0.1,650.0,-1
3.3,0.1,750.0,-1
3.3,0.1,850.0,-1
3.3,0.1,950.0,0
3.3,0.1,1050.0,-1
3.3,0.1,1150.0,-1
3.3,0.1,1250.0,-1
3.3,0.1,1350.0,-1
3.3,0.1,1450.0,-1
3.3,0.1,1550.0,-1
3.3,0.1,1650.0,-1
3.3,0.1,1750.0,-1
3.3,0.1,1850.0,-1
3.3,0.1,1950.0,-1
3.3,0.1,2050.0,0
3.7,0.1,50.0,-1
3.7,0.1,150.0,-1
3.7,0.1,250.0,-1
3.7,0.1,350.0,-1
3.7,0.1,450.0,-1
3.7,0.1,550.0,-1
3.7,0.1,650.0,0
3.7,0.1,750.0,-1
3.7,0.1,850.0,-1
3.7,0.1,950.0,-1
3.7,0.1,1050.0,-1
3.7,0.1,1150.0,-1
3.7,0.1,1250.0,-1
3.7,0.1,1350.0,-1
3.7,0.1,1450.0,-1
3.7,0.1,1550.0,-1
3.7,0.1,1650.0,-1
3.7,0.1,1750.0,-1
3.7,0.1,1850.0,-1
3.7,0.1,1950.0,-1
3.7,0.1,2050.0,-1
4.1,0.1,50.0,-1
4.1,0.1,150.0,-1
4.1,0.1,250.0,-1
4.1,0.1,350.0,-1
4.1,0.1,450.0,-1
4.1,0.1,550.0,0
4.1,0.1,650.0,0
4.1,0.1,750.0,-1
4.1,0.1,850.0,0
4.1,0.1,950.0,-1
4.1,0.1,1050.0,-1
4.1,0.1,1150.0,-1
4.1,0.1,1250.0,-1
4.1,0.1,1350.0,-1
4.1,0.1,1450.0,-1
4.1,0.1,1550.0,-1
4.1,0.1,1650.0,-1
4.1,0.1,1750.0,-1
4.1,0.1,1850.0,-1
4.1,0.1,1950.0,-1
4.1,0.1,2050.0,0
4.5,0.1,50.0,-1
4.5,0.1,150.0,-1
4.5,0.1,250.0,-1
4.5,0.1,350.0,-1
4.5,0.1,450.0,-1
4.5,0.1,550.0,0
4.5,0.1,650.0,-1
4.5,0.1,750.0,-1
4.5,0.1,850.0,-1
4.5,0.1,950.0,-1
4.5,0.1,1050.0,-1
4.5,0.1,1150.0,-1
4.5,0.1,1250.0,-1
4.5,0.1,1350.0,-1
4.5,0.1,1450.0,-1
4.5,0.1,1550.0,-1
4.5,0.1,1650.0,-1
4.5,0.1,1750.0,-1
4.5,0.1,1850.0,-1
4.5,0.1,1950.0,-1
4.5,0.1,2050.0,0
4.9,0.1,50.0,-1
4.9,0.1,150.0,-1
4.9,0.1,250.0,-1
4.9,0.1,350.0,-1
4.9,0.1,450.0,-1
4.9,0.1,550.0,-1
