Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.6,2.3,-1,824845Y682Q6
8.1,1.2,-1,715272FGTXE0
1.7,8.1,-1,225885M0B7ME
4.2,0.9,-1,7854440J0LBB
1.1,5.1,-1,478187HJO7WT
2.0,0.7,-1,4784752HHDAX
6.5,1.1,-1,787547CDQ8QF
1.4,6.6,-1,174147NCJGUZ
