Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
4.9,1.0,-1,004178BPEM2C
1.7,8.0,-1,438238F36075
0.8,3.3,-1,114210ZBRY9E
1.9,0.5,-1,1082431P3XK2
1.2,5.4,-1,2218834OTUP5
0.5,1.6,-1,211112EEJHQP
3.4,0.8,-1,4104106TNHV6
1.4,6.6,-1,2180012KPLZB
