Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
4.9,1.0,1
1.7,8.0,0
0.8,3.3,0
1.9,0.5,0
1.2,5.4,1
0.5,1.6,0
3.4,0.8,1
1.4,6.6,0
