Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.8,4.9,1250.0,1
7.3,0.4,500.0,1
0.4,0.7,125.0,0
2.5,7.6,125.0,0
7.6,4.6,1250.0,1
0.7,1.3,1175.0,0
0.1,4.6,425.0,0
4.3,0.7,1100.0,1
4.9,7.6,1325.0,0
3.4,0.4,350.0,0
0.4,6.4,1550.0,0
7.0,1.0,1175.0,0
0.7,4.0,1025.0,0
4.3,3.1,1250.0,1
1.0,0.4,650.0,0
0.1,6.1,950.0,0
0.4,4.3,1625.0,1
6.1,1.3,125.0,1
0.7,2.8,200.0,1
1.3,5.8,125.0,0
7.0,6.4,1325.0,1
7.0,2.8,1250.0,1
3.4,6.7,1325.0,1
2.5,0.4,875.0,0
0.1,2.5,950.0,1
1.9,1.0,50.0,1
1.3,5.2,1325.0,1
0.4,3.1,1325.0,1
6.1,0.4,950.0,0
0.1,1.9,425.0,1
5.5,1.3,1175.0,1
1.9,3.4,1100.0,0
