Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.8,2.3,1500.0,0
8.1,8.1,950.0,1
5.7,1.8,50.0,0
1.5,8.1,50.0,0
0.1,8.1,2050.0,0
8.0,3.0,1175.0,1
0.7,3.0,200.0,1
3.4,6.4,1150.0,1
4.2,2.0,975.0,1
0.1,8.1,950.0,1
0.1,0.1,775.0,0
8.1,4.4,75.0,1
0.1,4.7,925.0,1
0.6,4.8,2050.0,0
1.7,0.1,2050.0,0
6.5,5.8,1350.0,0
2.8,0.8,350.0,1
2.7,5.3,50.0,1
0.9,6.4,1475.0,0
7.7,2.2,525.0,1
3.0,3.9,1400.0,0
1.9,6.6,600.0,1
5.5,8.1,1100.0,1
1.6,2.3,800.0,1
3.4,2.9,50.0,1
5.8,3.8,1025.0,1
2.6,8.1,1525.0,0
1.2,0.1,1300.0,0
1.6,2.6,2050.0,0
0.1,4.4,1525.0,1
0.7,5.0,400.0,1
5.6,2.6,575.0,1
