Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.7,0.5,0
7.7,8.1,1
8.1,0.5,0
5.3,0.9,0
6.9,1.3,1
8.1,7.3,1
7.7,1.3,1
6.1,0.9,0
