Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.7,0.5,-1,781711ZF6OVP
7.7,8.1,-1,747782ZO9726
8.1,0.5,-1,517255UX3J8K
5.3,0.9,-1,121827ATLXSB
6.9,1.3,-1,8211544S2NO2
8.1,7.3,-1,7112714GYZ3X
7.7,1.3,-1,11588778QTPS
6.1,0.9,-1,158272WYDGF2
