Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.4,0.9,1075.0,1
8.1,8.0,1275.0,0
8.1,0.6,350.0,1
1.3,8.1,175.0,1
0.1,7.5,2050.0,1
5.2,3.3,1300.0,0
3.3,1.8,50.0,1
3.6,8.1,1350.0,0
0.1,5.4,1050.0,1
4.0,0.2,875.0,0
0.9,4.5,200.0,1
8.1,1.2,1225.0,1
0.1,4.3,1850.0,0
6.4,3.1,50.0,0
8.1,4.7,1250.0,1
0.4,1.3,300.0,1
2.2,3.3,1200.0,0
5.7,6.2,1375.0,0
0.8,8.1,1400.0,0
3.0,6.1,50.0,1
5.4,0.6,325.0,1
0.1,3.1,750.0,0
2.4,5.8,1325.0,1
0.1,6.4,500.0,0
6.4,0.3,875.0,0
2.4,0.2,450.0,0
0.1,2.8,1400.0,1
0.2,6.2,1600.0,1
2.5,1.2,1150.0,1
3.6,8.1,50.0,0
1.5,2.7,50.0,0
5.3,1.3,1200.0,0
