Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.2,2.2,825.0,1
8.1,8.1,1200.0,1
8.1,2.0,100.0,0
0.1,8.1,1825.0,0
2.9,8.1,50.0,0
6.2,3.0,1350.0,0
0.1,0.3,2050.0,1
3.8,6.8,1300.0,1
4.3,0.1,300.0,0
0.1,6.2,675.0,0
0.1,4.1,1675.0,1
2.5,4.2,50.0,1
8.1,0.1,950.0,0
3.9,0.7,1100.0,1
1.3,1.2,50.0,1
3.2,3.7,1300.0,0
5.2,2.8,50.0,0
8.1,5.2,1275.0,1
1.0,6.4,1325.0,1
0.1,1.2,1400.0,0
0.1,3.8,350.0,0
0.4,8.1,250.0,0
6.6,0.7,475.0,1
2.0,0.1,575.0,0
0.1,4.2,1050.0,1
5.8,8.1,1400.0,0
5.7,5.4,1375.0,0
0.9,5.9,125.0,0
8.1,4.3,50.0,1
8.1,1.7,1350.0,0
0.1,0.2,875.0,1
6.1,1.1,1050.0,1
