Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
8.1,0.9,0
1.2,8.1,0
1.4,1.3,1
1.0,4.7,0
4.7,0.9,0
0.8,3.0,1
6.4,1.1,1
1.4,6.4,1
