Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.7,0.9,1
1.7,8.1,0
8.1,1.1,0
1.1,4.3,1
5.4,1.0,0
0.7,2.0,1
1.5,6.2,1
6.7,1.2,1
