Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
2.7,0.9,-1,810488HY7ATW
1.7,8.1,-1,7783875YCGZ5
8.1,1.1,-1,813007TCFZM1
1.1,4.3,-1,0303703RFSGC
5.4,1.0,-1,848370E085QV
0.7,2.0,-1,088848MNJ546
1.5,6.2,-1,727807OOSI34
6.7,1.2,-1,780828Z6CATP
