Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase
1.4,1.1,1
1.0,8.0,0
8.1,2.7,0
0.9,4.5,1
4.8,1.8,0
0.7,2.7,0
3.1,1.4,1
1.1,6.2,1
