Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
1.4,1.1,-1,7391268WSGVT
1.0,8.0,-1,721120Q2XPO1
8.1,2.7,-1,76731182ZZK2
0.9,4.5,-1,129723GOVUH6
4.8,1.8,-1,11267076CX7S
0.7,2.7,-1,100672IFA38S
3.1,1.4,-1,0771799Q2DQG
1.1,6.2,-1,913776450MV9
