Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
2.0,1.1,-1,173318P23CI7
0.2,8.1,-1,218432MXG18B
8.1,3.2,-1,8212875VJG68
0.1,4.3,-1,884317Y9GHV5
5.3,1.5,-1,8724842107JP
0.2,2.2,-1,377182Y8IOUV
3.7,0.7,-1,714317A2Y12P
6.8,2.2,-1,214171BF6N3D
