Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.3,6.3,200.0,1
8.1,0.1,2050.0,0
8.1,8.1,1350.0,0
0.1,2.1,2050.0,1
7.7,1.9,175.0,1
0.3,0.3,550.0,0
0.1,8.1,1650.0,0
4.6,3.6,1275.0,1
3.4,2.5,50.0,1
4.0,7.7,1300.0,1
0.1,4.0,975.0,1
5.0,0.2,775.0,0
8.1,2.1,1250.0,1
4.2,8.1,50.0,1
2.1,1.5,1175.0,1
0.1,5.0,1750.0,1
7.3,5.1,1325.0,0
0.5,3.1,250.0,1
2.3,5.4,1300.0,1
8.1,0.3,725.0,0
2.8,0.4,400.0,1
5.3,0.9,175.0,1
0.1,0.1,1300.0,0
0.2,2.5,1450.0,0
0.1,8.1,425.0,1
5.8,1.7,1175.0,1
0.1,6.0,675.0,0
6.1,7.0,1350.0,1
7.9,0.1,1500.0,0
2.3,4.4,50.0,1
1.1,0.6,50.0,0
5.9,3.0,50.0,0
