Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.9,0.5,-1,006381GYSB2D
0.7,2.4,-1,828616FPHBMK
2.3,0.6,-1,483071WJL740
0.6,1.4,-1,71781829RB0H
1.6,0.5,-1,467728LWUP25
0.6,0.9,-1,021744R40TEC
1.2,0.5,-1,071437IYET8V
0.7,0.7,-1,607848XA8KBE
