Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.1,0.5,250.0,0
0.5,7.3,2050.0,0
4.1,8.1,50.0,1
0.1,0.9,1150.0,1
7.3,6.1,1350.0,0
1.3,3.3,50.0,0
2.9,4.9,1250.0,1
8.1,1.7,1350.0,0
0.1,6.9,550.0,0
0.1,1.7,2050.0,1
3.7,0.5,950.0,1
4.5,8.1,1350.0,0
2.9,0.5,150.0,0
7.3,3.3,50.0,1
0.1,4.5,1750.0,1
5.7,3.3,1250.0,1
1.7,8.1,1350.0,1
2.5,5.7,50.0,1
0.5,0.5,450.0,1
4.5,2.5,50.0,0
0.1,4.1,550.0,0
0.9,3.3,1250.0,0
6.1,0.5,1050.0,0
8.1,1.3,150.0,1
1.3,7.7,150.0,0
8.1,0.5,850.0,1
0.5,6.5,1550.0,0
4.9,6.1,1350.0,0
6.9,8.1,1350.0,1
0.1,2.1,250.0,0
3.7,3.3,1250.0,1
6.5,0.1,650.0,0
