Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
1.3,3.9,-1,9920167MKJ2S
8.1,1.2,-1,516997SX1NZ1
2.6,8.0,-1,159961Z6RJ5E
4.1,1.0,-1,9991211YRTYA
1.1,0.9,-1,179197K1F1HL
1.9,6.0,-1,535610JZNMT0
6.1,1.3,-1,091219DBB679
2.6,0.7,-1,059033VEWSG6
