Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
1.0,7.6,0
8.1,0.3,0
1.1,0.5,1
0.6,4.0,1
4.6,0.4,0
0.8,5.8,1
0.7,2.2,1
2.8,0.3,0
