Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,0.9,1
8.1,7.7,1
7.3,0.9,0
6.9,8.1,1
8.1,6.5,1
7.7,1.7,1
6.5,1.3,1
7.7,7.3,1
