Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.9,0.4,0
7.6,1.0,0
4.9,1.0,1
0.7,2.8,0
0.4,1.0,0
3.4,0.7,0
0.4,0.1,0
7.0,1.3,1
