Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
6.3,1.4,-1,211281AG8NYF
3.0,8.1,-1,21887804M9DT
0.8,2.8,-1,8217800DII21
3.0,0.1,-1,3811817NN8Z6
1.5,5.6,-1,0122729EB9O9
8.1,2.4,-1,32871182G4TU
1.3,0.9,-1,3818188BIRZ9
4.5,1.1,-1,288888KBE9XK
