Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.5,3.7,950.0,0
8.1,8.1,2050.0,0
8.1,0.1,150.0,0
7.3,8.1,50.0,1
6.1,0.1,2050.0,0
8.1,3.7,1350.0,0
2.5,3.7,2050.0,0
3.7,0.1,650.0,0
2.5,8.1,150.0,1
6.1,3.3,50.0,1
0.9,0.9,50.0,0
8.1,0.5,1150.0,1
7.7,6.9,1250.0,1
7.7,4.9,2050.0,0
8.1,5.3,150.0,1
0.5,0.5,750.0,1
5.3,1.3,1150.0,1
1.3,4.9,1450.0,0
5.7,0.5,250.0,0
2.5,0.9,1150.0,0
8.1,2.5,2050.0,0
2.5,3.3,1150.0,1
6.5,0.1,750.0,0
8.1,8.1,550.0,1
3.3,1.7,2050.0,0
3.7,0.9,150.0,1
8.1,2.9,150.0,1
8.1,0.1,1950.0,0
6.1,8.1,1950.0,0
0.1,4.5,550.0,0
4.1,0.1,2050.0,0
7.3,6.5,2050.0,0
