Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.8,4.4,-1,67666007L8GQ
6.9,1.1,-1,7187616PH0X7
2.7,0.7,-1,7868169T4AVJ
1.5,8.1,-1,778027595CQ1
0.4,1.8,-1,012728PA2PIA
4.7,0.9,-1,162061ESXPW6
1.2,6.2,-1,818227UD1ZPJ
1.3,0.7,-1,171166L52ERZ
