Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.4,1.1,725.0,1
8.1,8.1,1450.0,0
0.1,8.1,1975.0,0
0.2,8.1,50.0,0
8.1,3.1,50.0,0
0.1,2.4,2050.0,0
3.7,5.2,1325.0,1
8.1,3.4,1225.0,1
4.8,0.1,50.0,0
1.9,4.3,50.0,0
7.8,0.1,700.0,0
5.0,2.6,750.0,1
0.1,4.4,1275.0,1
1.4,0.1,1525.0,0
2.1,8.1,1325.0,1
0.1,0.1,50.0,0
0.1,5.8,575.0,0
5.2,7.9,1225.0,1
2.9,2.4,1275.0,0
7.1,5.9,1075.0,1
2.5,1.6,100.0,1
3.9,0.2,675.0,0
7.5,0.5,50.0,0
0.1,3.2,450.0,0
1.2,6.1,1675.0,0
0.1,1.9,1225.0,1
7.5,2.6,650.0,1
5.7,2.4,75.0,0
5.7,3.8,1250.0,1
0.4,0.1,2050.0,0
0.1,8.1,650.0,1
0.1,7.1,1250.0,1
