Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.0,2.4,1
8.1,1.3,1
1.7,8.1,0
4.4,0.7,0
1.2,5.4,1
2.2,0.5,0
6.2,1.1,1
0.9,3.8,0
