Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.0,2.4,-1,761654QJ4G9B
8.1,1.3,-1,444544NVJIVW
1.7,8.1,-1,1949461CAXOO
4.4,0.7,-1,691544E5CHKB
1.2,5.4,-1,5559692HC48E
2.2,0.5,-1,746169190UER
6.2,1.1,-1,641162KW6WQM
0.9,3.8,-1,454956316VPW
