Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
7.0,3.5,-1,70233754YIO6
0.1,8.1,-1,727712CHK19Q
2.0,3.4,-1,177727WMK9HE
4.5,4.7,-1,111131TSRX98
2.1,6.1,-1,7173310YEV11
0.1,4.8,-1,31712139K3X5
4.9,2.4,-1,7177173U8KGH
8.1,1.8,-1,717131TFFF27
